Distributor_ID,Distributor_Name,Region,State,City,Primary_Channel,Credit_Terms_Days,Active
DIST-NO-0235,Ludhiana FMCG Distributors Pvt Ltd,North,Punjab,Ludhiana,Modern Trade,30,Yes
DIST-NO-0236,Amritsar FMCG Distributors Pvt Ltd,North,Punjab,Amritsar,Modern Trade,30,Yes
DIST-NO-0237,Faridabad FMCG Distributors Pvt Ltd,North,Haryana,Faridabad,Modern Trade,30,Yes
DIST-NO-0238,Panipat FMCG Distributors Pvt Ltd,North,Haryana,Panipat,Modern Trade,30,Yes
DIST-SO-0239,Chennai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Chennai,Modern Trade,30,Yes
DIST-SO-0240,Coimbatore FMCG Distributors Pvt Ltd,South,Tamil Nadu,Coimbatore,Modern Trade,30,Yes
DIST-SO-0241,Madurai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Madurai,Modern Trade,30,Yes
DIST-SO-0242,Bengaluru FMCG Distributors Pvt Ltd,South,Karnataka,Bengaluru,Modern Trade,30,Yes
DIST-SO-0243,Mysuru FMCG Distributors Pvt Ltd,South,Karnataka,Mysuru,Modern Trade,30,Yes
DIST-SO-0244,Kochi FMCG Distributors Pvt Ltd,South,Kerala,Kochi,Modern Trade,30,Yes
DIST-SO-0245,Thiruvananthapuram FMCG Distributors Pvt Ltd,South,Kerala,Thiruvananthapuram,Modern Trade,30,Yes
DIST-EA-0246,Kolkata FMCG Distributors Pvt Ltd,East,West Bengal,Kolkata,Modern Trade,30,Yes
DIST-EA-0247,Siliguri FMCG Distributors Pvt Ltd,East,West Bengal,Siliguri,Modern Trade,30,Yes
DIST-EA-0248,Bhubaneswar FMCG Distributors Pvt Ltd,East,Odisha,Bhubaneswar,Modern Trade,30,Yes
DIST-EA-0249,Cuttack FMCG Distributors Pvt Ltd,East,Odisha,Cuttack,Modern Trade,30,Yes
DIST-EA-0250,Patna FMCG Distributors Pvt Ltd,East,Bihar,Patna,Modern Trade,30,Yes
DIST-EA-0251,Gaya FMCG Distributors Pvt Ltd,East,Bihar,Gaya,Modern Trade,30,Yes
DIST-WE-0252,Mumbai FMCG Distributors Pvt Ltd,West,Maharashtra,Mumbai,Modern Trade,30,Yes
DIST-WE-0253,Pune FMCG Distributors Pvt Ltd,West,Maharashtra,Pune,Modern Trade,30,Yes
DIST-WE-0254,Nagpur FMCG Distributors Pvt Ltd,West,Maharashtra,Nagpur,Modern Trade,30,Yes
DIST-WE-0255,Ahmedabad FMCG Distributors Pvt Ltd,West,Gujarat,Ahmedabad,Modern Trade,30,Yes
DIST-WE-0256,Surat FMCG Distributors Pvt Ltd,West,Gujarat,Surat,Modern Trade,30,Yes
DIST-WE-0257,Panaji FMCG Distributors Pvt Ltd,West,Goa,Panaji,Modern Trade,30,Yes
DIST-WE-0258,Margao FMCG Distributors Pvt Ltd,West,Goa,Margao,Modern Trade,30,Yes
DIST-CE-0259,Bhopal FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Bhopal,Modern Trade,30,Yes
DIST-CE-0260,Indore FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Indore,Modern Trade,30,Yes
DIST-CE-0261,Raipur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Raipur,Modern Trade,30,Yes
DIST-CE-0262,Bilaspur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Bilaspur,Modern Trade,30,Yes
DIST-CE-0263,Jaipur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jaipur,Modern Trade,30,Yes
DIST-CE-0264,Jodhpur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jodhpur,Modern Trade,30,Yes
DIST-NO-0265,New Delhi FMCG Distributors Pvt Ltd,North,Delhi,New Delhi,Modern Trade,30,Yes
DIST-NO-0266,Noida FMCG Distributors Pvt Ltd,North,Delhi,Noida,Modern Trade,30,Yes
DIST-NO-0267,Gurugram FMCG Distributors Pvt Ltd,North,Delhi,Gurugram,Modern Trade,30,Yes
DIST-NO-0268,Ludhiana FMCG Distributors Pvt Ltd,North,Punjab,Ludhiana,Modern Trade,30,Yes
DIST-NO-0269,Amritsar FMCG Distributors Pvt Ltd,North,Punjab,Amritsar,Modern Trade,30,Yes
DIST-NO-0270,Faridabad FMCG Distributors Pvt Ltd,North,Haryana,Faridabad,Modern Trade,30,Yes
DIST-NO-0271,Panipat FMCG Distributors Pvt Ltd,North,Haryana,Panipat,Modern Trade,30,Yes
DIST-SO-0272,Chennai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Chennai,Modern Trade,30,Yes
DIST-SO-0273,Coimbatore FMCG Distributors Pvt Ltd,South,Tamil Nadu,Coimbatore,Modern Trade,30,Yes
DIST-SO-0274,Madurai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Madurai,Modern Trade,30,Yes
DIST-SO-0275,Bengaluru FMCG Distributors Pvt Ltd,South,Karnataka,Bengaluru,Modern Trade,30,Yes
DIST-SO-0276,Mysuru FMCG Distributors Pvt Ltd,South,Karnataka,Mysuru,Modern Trade,30,Yes
DIST-SO-0277,Kochi FMCG Distributors Pvt Ltd,South,Kerala,Kochi,Modern Trade,30,Yes
DIST-SO-0278,Thiruvananthapuram FMCG Distributors Pvt Ltd,South,Kerala,Thiruvananthapuram,Modern Trade,30,Yes
DIST-EA-0279,Kolkata FMCG Distributors Pvt Ltd,East,West Bengal,Kolkata,Modern Trade,30,Yes
DIST-EA-0280,Siliguri FMCG Distributors Pvt Ltd,East,West Bengal,Siliguri,Modern Trade,30,Yes
DIST-EA-0281,Bhubaneswar FMCG Distributors Pvt Ltd,East,Odisha,Bhubaneswar,Modern Trade,30,Yes
DIST-EA-0282,Cuttack FMCG Distributors Pvt Ltd,East,Odisha,Cuttack,Modern Trade,30,Yes
DIST-EA-0283,Patna FMCG Distributors Pvt Ltd,East,Bihar,Patna,Modern Trade,30,Yes
DIST-EA-0284,Gaya FMCG Distributors Pvt Ltd,East,Bihar,Gaya,Modern Trade,30,Yes
DIST-WE-0285,Mumbai FMCG Distributors Pvt Ltd,West,Maharashtra,Mumbai,Modern Trade,30,Yes
DIST-WE-0286,Pune FMCG Distributors Pvt Ltd,West,Maharashtra,Pune,Modern Trade,30,Yes
DIST-WE-0287,Nagpur FMCG Distributors Pvt Ltd,West,Maharashtra,Nagpur,Modern Trade,30,Yes
DIST-WE-0288,Ahmedabad FMCG Distributors Pvt Ltd,West,Gujarat,Ahmedabad,Modern Trade,30,Yes
DIST-WE-0289,Surat FMCG Distributors Pvt Ltd,West,Gujarat,Surat,Modern Trade,30,Yes
DIST-WE-0290,Panaji FMCG Distributors Pvt Ltd,West,Goa,Panaji,Modern Trade,30,Yes
DIST-WE-0291,Margao FMCG Distributors Pvt Ltd,West,Goa,Margao,Modern Trade,30,Yes
DIST-CE-0292,Bhopal FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Bhopal,Modern Trade,30,Yes
DIST-CE-0293,Indore FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Indore,Modern Trade,30,Yes
DIST-CE-0294,Raipur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Raipur,Modern Trade,30,Yes
DIST-CE-0295,Bilaspur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Bilaspur,Modern Trade,30,Yes
DIST-CE-0296,Jaipur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jaipur,Modern Trade,30,Yes
DIST-CE-0297,Jodhpur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jodhpur,Modern Trade,30,Yes
DIST-NO-0298,New Delhi FMCG Distributors Pvt Ltd,North,Delhi,New Delhi,Modern Trade,30,Yes
DIST-NO-0299,Noida FMCG Distributors Pvt Ltd,North,Delhi,Noida,Modern Trade,30,Yes
DIST-NO-0300,Gurugram FMCG Distributors Pvt Ltd,North,Delhi,Gurugram,Modern Trade,30,Yes
DIST-NO-0301,Ludhiana FMCG Distributors Pvt Ltd,North,Punjab,Ludhiana,Modern Trade,30,Yes
DIST-NO-0302,Amritsar FMCG Distributors Pvt Ltd,North,Punjab,Amritsar,Modern Trade,30,Yes
DIST-NO-0303,Faridabad FMCG Distributors Pvt Ltd,North,Haryana,Faridabad,Modern Trade,30,Yes
DIST-NO-0304,Panipat FMCG Distributors Pvt Ltd,North,Haryana,Panipat,Modern Trade,30,Yes
DIST-SO-0305,Chennai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Chennai,Modern Trade,30,Yes
DIST-SO-0306,Coimbatore FMCG Distributors Pvt Ltd,South,Tamil Nadu,Coimbatore,Modern Trade,30,Yes
DIST-SO-0307,Madurai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Madurai,Modern Trade,30,Yes
DIST-SO-0308,Bengaluru FMCG Distributors Pvt Ltd,South,Karnataka,Bengaluru,Modern Trade,30,Yes
DIST-SO-0309,Mysuru FMCG Distributors Pvt Ltd,South,Karnataka,Mysuru,Modern Trade,30,Yes
DIST-SO-0310,Kochi FMCG Distributors Pvt Ltd,South,Kerala,Kochi,Modern Trade,30,Yes
DIST-SO-0311,Thiruvananthapuram FMCG Distributors Pvt Ltd,South,Kerala,Thiruvananthapuram,Modern Trade,30,Yes
DIST-EA-0312,Kolkata FMCG Distributors Pvt Ltd,East,West Bengal,Kolkata,Modern Trade,30,Yes
DIST-EA-0313,Siliguri FMCG Distributors Pvt Ltd,East,West Bengal,Siliguri,Modern Trade,30,Yes
DIST-EA-0314,Bhubaneswar FMCG Distributors Pvt Ltd,East,Odisha,Bhubaneswar,Modern Trade,30,Yes
DIST-EA-0315,Cuttack FMCG Distributors Pvt Ltd,East,Odisha,Cuttack,Modern Trade,30,Yes
DIST-EA-0316,Patna FMCG Distributors Pvt Ltd,East,Bihar,Patna,Modern Trade,30,Yes
DIST-EA-0317,Gaya FMCG Distributors Pvt Ltd,East,Bihar,Gaya,Modern Trade,30,Yes
DIST-WE-0318,Mumbai FMCG Distributors Pvt Ltd,West,Maharashtra,Mumbai,Modern Trade,30,Yes
DIST-WE-0319,Pune FMCG Distributors Pvt Ltd,West,Maharashtra,Pune,Modern Trade,30,Yes
DIST-WE-0320,Nagpur FMCG Distributors Pvt Ltd,West,Maharashtra,Nagpur,Modern Trade,30,Yes
DIST-WE-0321,Ahmedabad FMCG Distributors Pvt Ltd,West,Gujarat,Ahmedabad,Modern Trade,30,Yes
DIST-WE-0322,Surat FMCG Distributors Pvt Ltd,West,Gujarat,Surat,Modern Trade,30,Yes
DIST-WE-0323,Panaji FMCG Distributors Pvt Ltd,West,Goa,Panaji,Modern Trade,30,Yes
DIST-WE-0324,Margao FMCG Distributors Pvt Ltd,West,Goa,Margao,Modern Trade,30,Yes
DIST-CE-0325,Bhopal FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Bhopal,Modern Trade,30,Yes
DIST-CE-0326,Indore FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Indore,Modern Trade,30,Yes
DIST-CE-0327,Raipur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Raipur,Modern Trade,30,Yes
DIST-CE-0328,Bilaspur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Bilaspur,Modern Trade,30,Yes
DIST-CE-0329,Jaipur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jaipur,Modern Trade,30,Yes
DIST-CE-0330,Jodhpur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jodhpur,Modern Trade,30,Yes
DIST-NO-0331,New Delhi FMCG Distributors Pvt Ltd,North,Delhi,New Delhi,Modern Trade,30,Yes
DIST-NO-0332,Noida FMCG Distributors Pvt Ltd,North,Delhi,Noida,Modern Trade,30,Yes
DIST-NO-0333,Gurugram FMCG Distributors Pvt Ltd,North,Delhi,Gurugram,Modern Trade,30,Yes
DIST-NO-0334,Ludhiana FMCG Distributors Pvt Ltd,North,Punjab,Ludhiana,Modern Trade,30,Yes
DIST-NO-0335,Amritsar FMCG Distributors Pvt Ltd,North,Punjab,Amritsar,Modern Trade,30,Yes
DIST-NO-0336,Faridabad FMCG Distributors Pvt Ltd,North,Haryana,Faridabad,Modern Trade,30,Yes
DIST-NO-0337,Panipat FMCG Distributors Pvt Ltd,North,Haryana,Panipat,Modern Trade,30,Yes
DIST-SO-0338,Chennai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Chennai,Modern Trade,30,Yes
DIST-SO-0339,Coimbatore FMCG Distributors Pvt Ltd,South,Tamil Nadu,Coimbatore,Modern Trade,30,Yes
DIST-SO-0340,Madurai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Madurai,Modern Trade,30,Yes
DIST-SO-0341,Bengaluru FMCG Distributors Pvt Ltd,South,Karnataka,Bengaluru,Modern Trade,30,Yes
DIST-SO-0342,Mysuru FMCG Distributors Pvt Ltd,South,Karnataka,Mysuru,Modern Trade,30,Yes
DIST-SO-0343,Kochi FMCG Distributors Pvt Ltd,South,Kerala,Kochi,Modern Trade,30,Yes
DIST-SO-0344,Thiruvananthapuram FMCG Distributors Pvt Ltd,South,Kerala,Thiruvananthapuram,Modern Trade,30,Yes
DIST-EA-0345,Kolkata FMCG Distributors Pvt Ltd,East,West Bengal,Kolkata,Modern Trade,30,Yes
DIST-EA-0346,Siliguri FMCG Distributors Pvt Ltd,East,West Bengal,Siliguri,Modern Trade,30,Yes
DIST-EA-0347,Bhubaneswar FMCG Distributors Pvt Ltd,East,Odisha,Bhubaneswar,Modern Trade,30,Yes
DIST-EA-0348,Cuttack FMCG Distributors Pvt Ltd,East,Odisha,Cuttack,Modern Trade,30,Yes
DIST-EA-0349,Patna FMCG Distributors Pvt Ltd,East,Bihar,Patna,Modern Trade,30,Yes
DIST-EA-0350,Gaya FMCG Distributors Pvt Ltd,East,Bihar,Gaya,Modern Trade,30,Yes
DIST-WE-0351,Mumbai FMCG Distributors Pvt Ltd,West,Maharashtra,Mumbai,Modern Trade,30,Yes
DIST-WE-0352,Pune FMCG Distributors Pvt Ltd,West,Maharashtra,Pune,Modern Trade,30,Yes
DIST-WE-0353,Nagpur FMCG Distributors Pvt Ltd,West,Maharashtra,Nagpur,Modern Trade,30,Yes
DIST-WE-0354,Ahmedabad FMCG Distributors Pvt Ltd,West,Gujarat,Ahmedabad,Modern Trade,30,Yes
DIST-WE-0355,Surat FMCG Distributors Pvt Ltd,West,Gujarat,Surat,Modern Trade,30,Yes
DIST-WE-0356,Panaji FMCG Distributors Pvt Ltd,West,Goa,Panaji,Modern Trade,30,Yes
DIST-WE-0357,Margao FMCG Distributors Pvt Ltd,West,Goa,Margao,Modern Trade,30,Yes
DIST-CE-0358,Bhopal FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Bhopal,Modern Trade,30,Yes
DIST-CE-0359,Indore FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Indore,Modern Trade,30,Yes
DIST-CE-0360,Raipur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Raipur,Modern Trade,30,Yes
DIST-CE-0361,Bilaspur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Bilaspur,Modern Trade,30,Yes
DIST-CE-0362,Jaipur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jaipur,Modern Trade,30,Yes
DIST-CE-0363,Jodhpur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jodhpur,Modern Trade,30,Yes
DIST-NO-0364,New Delhi FMCG Distributors Pvt Ltd,North,Delhi,New Delhi,Modern Trade,30,Yes
DIST-NO-0365,Noida FMCG Distributors Pvt Ltd,North,Delhi,Noida,Modern Trade,30,Yes
DIST-NO-0366,Gurugram FMCG Distributors Pvt Ltd,North,Delhi,Gurugram,Modern Trade,30,Yes
DIST-NO-0367,Ludhiana FMCG Distributors Pvt Ltd,North,Punjab,Ludhiana,Modern Trade,30,Yes
DIST-NO-0368,Amritsar FMCG Distributors Pvt Ltd,North,Punjab,Amritsar,Modern Trade,30,Yes
DIST-NO-0369,Faridabad FMCG Distributors Pvt Ltd,North,Haryana,Faridabad,Modern Trade,30,Yes
DIST-NO-0370,Panipat FMCG Distributors Pvt Ltd,North,Haryana,Panipat,Modern Trade,30,Yes
DIST-SO-0371,Chennai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Chennai,Modern Trade,30,Yes
DIST-SO-0372,Coimbatore FMCG Distributors Pvt Ltd,South,Tamil Nadu,Coimbatore,Modern Trade,30,Yes
DIST-SO-0373,Madurai FMCG Distributors Pvt Ltd,South,Tamil Nadu,Madurai,Modern Trade,30,Yes
DIST-SO-0374,Bengaluru FMCG Distributors Pvt Ltd,South,Karnataka,Bengaluru,Modern Trade,30,Yes
DIST-SO-0375,Mysuru FMCG Distributors Pvt Ltd,South,Karnataka,Mysuru,Modern Trade,30,Yes
DIST-SO-0376,Kochi FMCG Distributors Pvt Ltd,South,Kerala,Kochi,Modern Trade,30,Yes
DIST-SO-0377,Thiruvananthapuram FMCG Distributors Pvt Ltd,South,Kerala,Thiruvananthapuram,Modern Trade,30,Yes
DIST-EA-0378,Kolkata FMCG Distributors Pvt Ltd,East,West Bengal,Kolkata,Modern Trade,30,Yes
DIST-EA-0379,Siliguri FMCG Distributors Pvt Ltd,East,West Bengal,Siliguri,Modern Trade,30,Yes
DIST-EA-0380,Bhubaneswar FMCG Distributors Pvt Ltd,East,Odisha,Bhubaneswar,Modern Trade,30,Yes
DIST-EA-0381,Cuttack FMCG Distributors Pvt Ltd,East,Odisha,Cuttack,Modern Trade,30,Yes
DIST-EA-0382,Patna FMCG Distributors Pvt Ltd,East,Bihar,Patna,Modern Trade,30,Yes
DIST-EA-0383,Gaya FMCG Distributors Pvt Ltd,East,Bihar,Gaya,Modern Trade,30,Yes
DIST-WE-0384,Mumbai FMCG Distributors Pvt Ltd,West,Maharashtra,Mumbai,Modern Trade,30,Yes
DIST-WE-0385,Pune FMCG Distributors Pvt Ltd,West,Maharashtra,Pune,Modern Trade,30,Yes
DIST-WE-0386,Nagpur FMCG Distributors Pvt Ltd,West,Maharashtra,Nagpur,Modern Trade,30,Yes
DIST-WE-0387,Ahmedabad FMCG Distributors Pvt Ltd,West,Gujarat,Ahmedabad,Modern Trade,30,Yes
DIST-WE-0388,Surat FMCG Distributors Pvt Ltd,West,Gujarat,Surat,Modern Trade,30,Yes
DIST-WE-0389,Panaji FMCG Distributors Pvt Ltd,West,Goa,Panaji,Modern Trade,30,Yes
DIST-WE-0390,Margao FMCG Distributors Pvt Ltd,West,Goa,Margao,Modern Trade,30,Yes
DIST-CE-0391,Bhopal FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Bhopal,Modern Trade,30,Yes
DIST-CE-0392,Indore FMCG Distributors Pvt Ltd,Central,Madhya Pradesh,Indore,Modern Trade,30,Yes
DIST-CE-0393,Raipur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Raipur,Modern Trade,30,Yes
DIST-CE-0394,Bilaspur FMCG Distributors Pvt Ltd,Central,Chhattisgarh,Bilaspur,Modern Trade,30,Yes
DIST-CE-0395,Jaipur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jaipur,Modern Trade,30,Yes
DIST-CE-0396,Jodhpur FMCG Distributors Pvt Ltd,Central,Rajasthan,Jodhpur,Modern Trade,30,Yes
