Account,Account_Type,Region,Product_Category,Channel,Month,Version,Amount
Marketing,EXP,Central,Snacks,E-Commerce,2026-01,Actual,207333
Distribution,EXP,Central,Snacks,E-Commerce,2026-01,Actual,155500
Salary,EXP,Central,Snacks,E-Commerce,2026-01,Actual,293722
Freight,EXP,Central,Snacks,E-Commerce,2026-01,Actual,86389
Other_Opex,EXP,Central,Snacks,E-Commerce,2026-01,Actual,120944
Gross_Sales,INC,Central,Snacks,E-Commerce,2026-02,Actual,3719952
COGS,EXP,Central,Snacks,E-Commerce,2026-02,Actual,1562380
Marketing,EXP,Central,Snacks,E-Commerce,2026-02,Actual,223197
Distribution,EXP,Central,Snacks,E-Commerce,2026-02,Actual,167398
Salary,EXP,Central,Snacks,E-Commerce,2026-02,Actual,316196
Freight,EXP,Central,Snacks,E-Commerce,2026-02,Actual,92999
Other_Opex,EXP,Central,Snacks,E-Commerce,2026-02,Actual,130198
Gross_Sales,INC,Central,Snacks,E-Commerce,2026-03,Actual,3953646
COGS,EXP,Central,Snacks,E-Commerce,2026-03,Actual,1660531
Marketing,EXP,Central,Snacks,E-Commerce,2026-03,Actual,237219
Distribution,EXP,Central,Snacks,E-Commerce,2026-03,Actual,177914
Salary,EXP,Central,Snacks,E-Commerce,2026-03,Actual,336060
Freight,EXP,Central,Snacks,E-Commerce,2026-03,Actual,98841
Other_Opex,EXP,Central,Snacks,E-Commerce,2026-03,Actual,138378
Gross_Sales,INC,Central,Snacks,General Trade,2025-04,Actual,3314373
COGS,EXP,Central,Snacks,General Trade,2025-04,Actual,1392037
Marketing,EXP,Central,Snacks,General Trade,2025-04,Actual,198862
Distribution,EXP,Central,Snacks,General Trade,2025-04,Actual,149147
Salary,EXP,Central,Snacks,General Trade,2025-04,Actual,281722
Freight,EXP,Central,Snacks,General Trade,2025-04,Actual,82859
Other_Opex,EXP,Central,Snacks,General Trade,2025-04,Actual,116003
Gross_Sales,INC,Central,Snacks,General Trade,2025-05,Actual,3480090
COGS,EXP,Central,Snacks,General Trade,2025-05,Actual,1461638
Marketing,EXP,Central,Snacks,General Trade,2025-05,Actual,208805
Distribution,EXP,Central,Snacks,General Trade,2025-05,Actual,156604
Salary,EXP,Central,Snacks,General Trade,2025-05,Actual,295808
Freight,EXP,Central,Snacks,General Trade,2025-05,Actual,87002
Other_Opex,EXP,Central,Snacks,General Trade,2025-05,Actual,121803
Gross_Sales,INC,Central,Snacks,General Trade,2025-06,Actual,2784072
COGS,EXP,Central,Snacks,General Trade,2025-06,Actual,1169310
Marketing,EXP,Central,Snacks,General Trade,2025-06,Actual,167044
Distribution,EXP,Central,Snacks,General Trade,2025-06,Actual,125283
Salary,EXP,Central,Snacks,General Trade,2025-06,Actual,236646
Freight,EXP,Central,Snacks,General Trade,2025-06,Actual,69602
Other_Opex,EXP,Central,Snacks,General Trade,2025-06,Actual,97443
Gross_Sales,INC,Central,Snacks,General Trade,2025-07,Actual,2684637
COGS,EXP,Central,Snacks,General Trade,2025-07,Actual,1127548
Marketing,EXP,Central,Snacks,General Trade,2025-07,Actual,161078
Distribution,EXP,Central,Snacks,General Trade,2025-07,Actual,120809
Salary,EXP,Central,Snacks,General Trade,2025-07,Actual,228194
Freight,EXP,Central,Snacks,General Trade,2025-07,Actual,67116
Other_Opex,EXP,Central,Snacks,General Trade,2025-07,Actual,93962
Gross_Sales,INC,Central,Snacks,General Trade,2025-08,Actual,2883501
COGS,EXP,Central,Snacks,General Trade,2025-08,Actual,1211070
Marketing,EXP,Central,Snacks,General Trade,2025-08,Actual,173010
Distribution,EXP,Central,Snacks,General Trade,2025-08,Actual,129758
Salary,EXP,Central,Snacks,General Trade,2025-08,Actual,245098
Freight,EXP,Central,Snacks,General Trade,2025-08,Actual,72088
Other_Opex,EXP,Central,Snacks,General Trade,2025-08,Actual,100923
Gross_Sales,INC,Central,Snacks,General Trade,2025-09,Actual,3148656
COGS,EXP,Central,Snacks,General Trade,2025-09,Actual,1322436
Marketing,EXP,Central,Snacks,General Trade,2025-09,Actual,188919
Distribution,EXP,Central,Snacks,General Trade,2025-09,Actual,141690
Salary,EXP,Central,Snacks,General Trade,2025-09,Actual,267636
Freight,EXP,Central,Snacks,General Trade,2025-09,Actual,78716
Other_Opex,EXP,Central,Snacks,General Trade,2025-09,Actual,110203
Gross_Sales,INC,Central,Snacks,General Trade,2025-10,Actual,3775107
COGS,EXP,Central,Snacks,General Trade,2025-10,Actual,1585545
Marketing,EXP,Central,Snacks,General Trade,2025-10,Actual,226506
Distribution,EXP,Central,Snacks,General Trade,2025-10,Actual,169880
Salary,EXP,Central,Snacks,General Trade,2025-10,Actual,320884
Freight,EXP,Central,Snacks,General Trade,2025-10,Actual,94378
Other_Opex,EXP,Central,Snacks,General Trade,2025-10,Actual,132129
Gross_Sales,INC,Central,Snacks,General Trade,2025-11,Actual,4461489
COGS,EXP,Central,Snacks,General Trade,2025-11,Actual,1873825
Marketing,EXP,Central,Snacks,General Trade,2025-11,Actual,267689
Distribution,EXP,Central,Snacks,General Trade,2025-11,Actual,200767
Salary,EXP,Central,Snacks,General Trade,2025-11,Actual,379227
Freight,EXP,Central,Snacks,General Trade,2025-11,Actual,111537
Other_Opex,EXP,Central,Snacks,General Trade,2025-11,Actual,156152
Gross_Sales,INC,Central,Snacks,General Trade,2025-12,Actual,3712098
COGS,EXP,Central,Snacks,General Trade,2025-12,Actual,1559081
Marketing,EXP,Central,Snacks,General Trade,2025-12,Actual,222726
Distribution,EXP,Central,Snacks,General Trade,2025-12,Actual,167044
Salary,EXP,Central,Snacks,General Trade,2025-12,Actual,315528
Freight,EXP,Central,Snacks,General Trade,2025-12,Actual,92802
Other_Opex,EXP,Central,Snacks,General Trade,2025-12,Actual,129923
Gross_Sales,INC,Central,Snacks,General Trade,2026-01,Actual,3214944
COGS,EXP,Central,Snacks,General Trade,2026-01,Actual,1350276
Marketing,EXP,Central,Snacks,General Trade,2026-01,Actual,192897
Distribution,EXP,Central,Snacks,General Trade,2026-01,Actual,144672
Salary,EXP,Central,Snacks,General Trade,2026-01,Actual,273270
Freight,EXP,Central,Snacks,General Trade,2026-01,Actual,80374
Other_Opex,EXP,Central,Snacks,General Trade,2026-01,Actual,112523
Gross_Sales,INC,Central,Snacks,General Trade,2026-02,Actual,3413799
COGS,EXP,Central,Snacks,General Trade,2026-02,Actual,1433796
Marketing,EXP,Central,Snacks,General Trade,2026-02,Actual,204828
Distribution,EXP,Central,Snacks,General Trade,2026-02,Actual,153621
Salary,EXP,Central,Snacks,General Trade,2026-02,Actual,290173
Freight,EXP,Central,Snacks,General Trade,2026-02,Actual,85345
Other_Opex,EXP,Central,Snacks,General Trade,2026-02,Actual,119483
Gross_Sales,INC,Central,Snacks,General Trade,2026-03,Actual,3579522
COGS,EXP,Central,Snacks,General Trade,2026-03,Actual,1503399
Marketing,EXP,Central,Snacks,General Trade,2026-03,Actual,214771
Distribution,EXP,Central,Snacks,General Trade,2026-03,Actual,161078
Salary,EXP,Central,Snacks,General Trade,2026-03,Actual,304259
Freight,EXP,Central,Snacks,General Trade,2026-03,Actual,89488
Other_Opex,EXP,Central,Snacks,General Trade,2026-03,Actual,125283
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-04,Actual,3778377
COGS,EXP,Central,Snacks,Modern Trade,2025-04,Actual,1586918
Marketing,EXP,Central,Snacks,Modern Trade,2025-04,Actual,226703
Distribution,EXP,Central,Snacks,Modern Trade,2025-04,Actual,170027
Salary,EXP,Central,Snacks,Modern Trade,2025-04,Actual,321162
Freight,EXP,Central,Snacks,Modern Trade,2025-04,Actual,94459
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-04,Actual,132243
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-05,Actual,3967302
COGS,EXP,Central,Snacks,Modern Trade,2025-05,Actual,1666267
Marketing,EXP,Central,Snacks,Modern Trade,2025-05,Actual,238038
Distribution,EXP,Central,Snacks,Modern Trade,2025-05,Actual,178529
Salary,EXP,Central,Snacks,Modern Trade,2025-05,Actual,337221
Freight,EXP,Central,Snacks,Modern Trade,2025-05,Actual,99183
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-05,Actual,138856
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-06,Actual,3173838
COGS,EXP,Central,Snacks,Modern Trade,2025-06,Actual,1333012
Marketing,EXP,Central,Snacks,Modern Trade,2025-06,Actual,190430
Distribution,EXP,Central,Snacks,Modern Trade,2025-06,Actual,142823
Salary,EXP,Central,Snacks,Modern Trade,2025-06,Actual,269776
Freight,EXP,Central,Snacks,Modern Trade,2025-06,Actual,79346
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-06,Actual,111084
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-07,Actual,3060486
COGS,EXP,Central,Snacks,Modern Trade,2025-07,Actual,1285404
Marketing,EXP,Central,Snacks,Modern Trade,2025-07,Actual,183629
Distribution,EXP,Central,Snacks,Modern Trade,2025-07,Actual,137722
Salary,EXP,Central,Snacks,Modern Trade,2025-07,Actual,260141
Freight,EXP,Central,Snacks,Modern Trade,2025-07,Actual,76512
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-07,Actual,107117
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-08,Actual,3287190
COGS,EXP,Central,Snacks,Modern Trade,2025-08,Actual,1380620
Marketing,EXP,Central,Snacks,Modern Trade,2025-08,Actual,197231
Distribution,EXP,Central,Snacks,Modern Trade,2025-08,Actual,147924
Salary,EXP,Central,Snacks,Modern Trade,2025-08,Actual,279411
Freight,EXP,Central,Snacks,Modern Trade,2025-08,Actual,82180
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-08,Actual,115052
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-09,Actual,3589461
COGS,EXP,Central,Snacks,Modern Trade,2025-09,Actual,1507574
Marketing,EXP,Central,Snacks,Modern Trade,2025-09,Actual,215368
Distribution,EXP,Central,Snacks,Modern Trade,2025-09,Actual,161526
Salary,EXP,Central,Snacks,Modern Trade,2025-09,Actual,305104
Freight,EXP,Central,Snacks,Modern Trade,2025-09,Actual,89737
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-09,Actual,125631
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-10,Actual,4303620
COGS,EXP,Central,Snacks,Modern Trade,2025-10,Actual,1807520
Marketing,EXP,Central,Snacks,Modern Trade,2025-10,Actual,258217
Distribution,EXP,Central,Snacks,Modern Trade,2025-10,Actual,193663
Salary,EXP,Central,Snacks,Modern Trade,2025-10,Actual,365808
Freight,EXP,Central,Snacks,Modern Trade,2025-10,Actual,107590
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-10,Actual,150627
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-11,Actual,5086098
COGS,EXP,Central,Snacks,Modern Trade,2025-11,Actual,2136161
Marketing,EXP,Central,Snacks,Modern Trade,2025-11,Actual,305166
Distribution,EXP,Central,Snacks,Modern Trade,2025-11,Actual,228874
Salary,EXP,Central,Snacks,Modern Trade,2025-11,Actual,432318
Freight,EXP,Central,Snacks,Modern Trade,2025-11,Actual,127152
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-11,Actual,178013
Gross_Sales,INC,Central,Snacks,Modern Trade,2025-12,Actual,4231791
COGS,EXP,Central,Snacks,Modern Trade,2025-12,Actual,1777352
Marketing,EXP,Central,Snacks,Modern Trade,2025-12,Actual,253907
Distribution,EXP,Central,Snacks,Modern Trade,2025-12,Actual,190431
Salary,EXP,Central,Snacks,Modern Trade,2025-12,Actual,359702
Freight,EXP,Central,Snacks,Modern Trade,2025-12,Actual,105795
Other_Opex,EXP,Central,Snacks,Modern Trade,2025-12,Actual,148113
Gross_Sales,INC,Central,Snacks,Modern Trade,2026-01,Actual,3665028
COGS,EXP,Central,Snacks,Modern Trade,2026-01,Actual,1539312
Marketing,EXP,Central,Snacks,Modern Trade,2026-01,Actual,219902
Distribution,EXP,Central,Snacks,Modern Trade,2026-01,Actual,164926
Salary,EXP,Central,Snacks,Modern Trade,2026-01,Actual,311527
Freight,EXP,Central,Snacks,Modern Trade,2026-01,Actual,91626
Other_Opex,EXP,Central,Snacks,Modern Trade,2026-01,Actual,128276
Gross_Sales,INC,Central,Snacks,Modern Trade,2026-02,Actual,3891732
COGS,EXP,Central,Snacks,Modern Trade,2026-02,Actual,1634527
Marketing,EXP,Central,Snacks,Modern Trade,2026-02,Actual,233504
Distribution,EXP,Central,Snacks,Modern Trade,2026-02,Actual,175128
Salary,EXP,Central,Snacks,Modern Trade,2026-02,Actual,330797
Freight,EXP,Central,Snacks,Modern Trade,2026-02,Actual,97293
Other_Opex,EXP,Central,Snacks,Modern Trade,2026-02,Actual,136211
Gross_Sales,INC,Central,Snacks,Modern Trade,2026-03,Actual,4080654
COGS,EXP,Central,Snacks,Modern Trade,2026-03,Actual,1713875
Marketing,EXP,Central,Snacks,Modern Trade,2026-03,Actual,244839
Distribution,EXP,Central,Snacks,Modern Trade,2026-03,Actual,183629
Salary,EXP,Central,Snacks,Modern Trade,2026-03,Actual,346856
Freight,EXP,Central,Snacks,Modern Trade,2026-03,Actual,102016
Other_Opex,EXP,Central,Snacks,Modern Trade,2026-03,Actual,142823
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-04,Actual,3219975
COGS,EXP,Central,Snacks,Quick Commerce,2025-04,Actual,1352390
Marketing,EXP,Central,Snacks,Quick Commerce,2025-04,Actual,193198
Distribution,EXP,Central,Snacks,Quick Commerce,2025-04,Actual,144899
Salary,EXP,Central,Snacks,Quick Commerce,2025-04,Actual,273698
Freight,EXP,Central,Snacks,Quick Commerce,2025-04,Actual,80499
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-04,Actual,112699
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-05,Actual,3425799
COGS,EXP,Central,Snacks,Quick Commerce,2025-05,Actual,1438836
Marketing,EXP,Central,Snacks,Quick Commerce,2025-05,Actual,205548
Distribution,EXP,Central,Snacks,Quick Commerce,2025-05,Actual,154161
Salary,EXP,Central,Snacks,Quick Commerce,2025-05,Actual,291193
Freight,EXP,Central,Snacks,Quick Commerce,2025-05,Actual,85645
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-05,Actual,119903
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-06,Actual,2776494
COGS,EXP,Central,Snacks,Quick Commerce,2025-06,Actual,1166127
Marketing,EXP,Central,Snacks,Quick Commerce,2025-06,Actual,166590
Distribution,EXP,Central,Snacks,Quick Commerce,2025-06,Actual,124942
Salary,EXP,Central,Snacks,Quick Commerce,2025-06,Actual,236002
Freight,EXP,Central,Snacks,Quick Commerce,2025-06,Actual,69412
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-06,Actual,97177
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-07,Actual,2711919
COGS,EXP,Central,Snacks,Quick Commerce,2025-07,Actual,1139006
Marketing,EXP,Central,Snacks,Quick Commerce,2025-07,Actual,162715
Distribution,EXP,Central,Snacks,Quick Commerce,2025-07,Actual,122036
Salary,EXP,Central,Snacks,Quick Commerce,2025-07,Actual,230513
Freight,EXP,Central,Snacks,Quick Commerce,2025-07,Actual,67798
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-07,Actual,94917
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-08,Actual,2949939
COGS,EXP,Central,Snacks,Quick Commerce,2025-08,Actual,1238974
Marketing,EXP,Central,Snacks,Quick Commerce,2025-08,Actual,176996
Distribution,EXP,Central,Snacks,Quick Commerce,2025-08,Actual,132747
Salary,EXP,Central,Snacks,Quick Commerce,2025-08,Actual,250745
Freight,EXP,Central,Snacks,Quick Commerce,2025-08,Actual,73748
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-08,Actual,103248
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-09,Actual,3261750
COGS,EXP,Central,Snacks,Quick Commerce,2025-09,Actual,1369935
Marketing,EXP,Central,Snacks,Quick Commerce,2025-09,Actual,195705
Distribution,EXP,Central,Snacks,Quick Commerce,2025-09,Actual,146779
Salary,EXP,Central,Snacks,Quick Commerce,2025-09,Actual,277249
Freight,EXP,Central,Snacks,Quick Commerce,2025-09,Actual,81544
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-09,Actual,114161
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-10,Actual,3959331
COGS,EXP,Central,Snacks,Quick Commerce,2025-10,Actual,1662919
Marketing,EXP,Central,Snacks,Quick Commerce,2025-10,Actual,237560
Distribution,EXP,Central,Snacks,Quick Commerce,2025-10,Actual,178170
Salary,EXP,Central,Snacks,Quick Commerce,2025-10,Actual,336543
Freight,EXP,Central,Snacks,Quick Commerce,2025-10,Actual,98983
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-10,Actual,138577
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-11,Actual,4736673
COGS,EXP,Central,Snacks,Quick Commerce,2025-11,Actual,1989403
Marketing,EXP,Central,Snacks,Quick Commerce,2025-11,Actual,284200
Distribution,EXP,Central,Snacks,Quick Commerce,2025-11,Actual,213150
Salary,EXP,Central,Snacks,Quick Commerce,2025-11,Actual,402617
Freight,EXP,Central,Snacks,Quick Commerce,2025-11,Actual,118417
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-11,Actual,165784
Gross_Sales,INC,Central,Snacks,Quick Commerce,2025-12,Actual,3415128
COGS,EXP,Central,Snacks,Quick Commerce,2025-12,Actual,1434354
Marketing,EXP,Central,Snacks,Quick Commerce,2025-12,Actual,204908
Distribution,EXP,Central,Snacks,Quick Commerce,2025-12,Actual,153681
Salary,EXP,Central,Snacks,Quick Commerce,2025-12,Actual,290286
Freight,EXP,Central,Snacks,Quick Commerce,2025-12,Actual,85378
Other_Opex,EXP,Central,Snacks,Quick Commerce,2025-12,Actual,119529
Gross_Sales,INC,Central,Snacks,Quick Commerce,2026-01,Actual,2999151
COGS,EXP,Central,Snacks,Quick Commerce,2026-01,Actual,1259643
Marketing,EXP,Central,Snacks,Quick Commerce,2026-01,Actual,179949
Distribution,EXP,Central,Snacks,Quick Commerce,2026-01,Actual,134962
Salary,EXP,Central,Snacks,Quick Commerce,2026-01,Actual,254928
Freight,EXP,Central,Snacks,Quick Commerce,2026-01,Actual,74979
Other_Opex,EXP,Central,Snacks,Quick Commerce,2026-01,Actual,104970
Gross_Sales,INC,Central,Snacks,Quick Commerce,2026-02,Actual,3228636
COGS,EXP,Central,Snacks,Quick Commerce,2026-02,Actual,1356027
Marketing,EXP,Central,Snacks,Quick Commerce,2026-02,Actual,193718
Distribution,EXP,Central,Snacks,Quick Commerce,2026-02,Actual,145289
Salary,EXP,Central,Snacks,Quick Commerce,2026-02,Actual,274434
Freight,EXP,Central,Snacks,Quick Commerce,2026-02,Actual,80716
Other_Opex,EXP,Central,Snacks,Quick Commerce,2026-02,Actual,113002
Gross_Sales,INC,Central,Snacks,Quick Commerce,2026-03,Actual,3431469
COGS,EXP,Central,Snacks,Quick Commerce,2026-03,Actual,1441217
Marketing,EXP,Central,Snacks,Quick Commerce,2026-03,Actual,205888
Distribution,EXP,Central,Snacks,Quick Commerce,2026-03,Actual,154416
Salary,EXP,Central,Snacks,Quick Commerce,2026-03,Actual,291675
Freight,EXP,Central,Snacks,Quick Commerce,2026-03,Actual,85787
Other_Opex,EXP,Central,Snacks,Quick Commerce,2026-03,Actual,120101
Gross_Sales,INC,East,Beverages,E-Commerce,2025-04,Actual,5737542
COGS,EXP,East,Beverages,E-Commerce,2025-04,Actual,2409768
Marketing,EXP,East,Beverages,E-Commerce,2025-04,Actual,344253
Distribution,EXP,East,Beverages,E-Commerce,2025-04,Actual,258189
Salary,EXP,East,Beverages,E-Commerce,2025-04,Actual,487691
Freight,EXP,East,Beverages,E-Commerce,2025-04,Actual,143439
Other_Opex,EXP,East,Beverages,E-Commerce,2025-04,Actual,200814
Gross_Sales,INC,East,Beverages,E-Commerce,2025-05,Actual,6104283
COGS,EXP,East,Beverages,E-Commerce,2025-05,Actual,2563799
Marketing,EXP,East,Beverages,E-Commerce,2025-05,Actual,366257
Distribution,EXP,East,Beverages,E-Commerce,2025-05,Actual,274693
Salary,EXP,East,Beverages,E-Commerce,2025-05,Actual,518864
Freight,EXP,East,Beverages,E-Commerce,2025-05,Actual,152607
Other_Opex,EXP,East,Beverages,E-Commerce,2025-05,Actual,213650
Gross_Sales,INC,East,Beverages,E-Commerce,2025-06,Actual,5343114
COGS,EXP,East,Beverages,E-Commerce,2025-06,Actual,2244108
Marketing,EXP,East,Beverages,E-Commerce,2025-06,Actual,320587
Distribution,EXP,East,Beverages,E-Commerce,2025-06,Actual,240440
Salary,EXP,East,Beverages,E-Commerce,2025-06,Actual,454165
Freight,EXP,East,Beverages,E-Commerce,2025-06,Actual,133578
Other_Opex,EXP,East,Beverages,E-Commerce,2025-06,Actual,187009
Gross_Sales,INC,East,Beverages,E-Commerce,2025-07,Actual,4832244
COGS,EXP,East,Beverages,E-Commerce,2025-07,Actual,2029542
Marketing,EXP,East,Beverages,E-Commerce,2025-07,Actual,289935
Distribution,EXP,East,Beverages,E-Commerce,2025-07,Actual,217451
Salary,EXP,East,Beverages,E-Commerce,2025-07,Actual,410741
Freight,EXP,East,Beverages,E-Commerce,2025-07,Actual,120806
Other_Opex,EXP,East,Beverages,E-Commerce,2025-07,Actual,169129
Gross_Sales,INC,East,Beverages,E-Commerce,2025-08,Actual,5256369
COGS,EXP,East,Beverages,E-Commerce,2025-08,Actual,2207675
Marketing,EXP,East,Beverages,E-Commerce,2025-08,Actual,315382
Distribution,EXP,East,Beverages,E-Commerce,2025-08,Actual,236537
Salary,EXP,East,Beverages,E-Commerce,2025-08,Actual,446791
Freight,EXP,East,Beverages,E-Commerce,2025-08,Actual,131409
Other_Opex,EXP,East,Beverages,E-Commerce,2025-08,Actual,183973
Gross_Sales,INC,East,Beverages,E-Commerce,2025-09,Actual,5811972
COGS,EXP,East,Beverages,E-Commerce,2025-09,Actual,2441028
Marketing,EXP,East,Beverages,E-Commerce,2025-09,Actual,348718
Distribution,EXP,East,Beverages,E-Commerce,2025-09,Actual,261539
Salary,EXP,East,Beverages,E-Commerce,2025-09,Actual,494018
Freight,EXP,East,Beverages,E-Commerce,2025-09,Actual,145299
Other_Opex,EXP,East,Beverages,E-Commerce,2025-09,Actual,203419
Gross_Sales,INC,East,Beverages,E-Commerce,2025-10,Actual,7054956
COGS,EXP,East,Beverages,E-Commerce,2025-10,Actual,2963082
Marketing,EXP,East,Beverages,E-Commerce,2025-10,Actual,423297
Distribution,EXP,East,Beverages,E-Commerce,2025-10,Actual,317473
Salary,EXP,East,Beverages,E-Commerce,2025-10,Actual,599671
Freight,EXP,East,Beverages,E-Commerce,2025-10,Actual,176374
Other_Opex,EXP,East,Beverages,E-Commerce,2025-10,Actual,246923
Gross_Sales,INC,East,Beverages,E-Commerce,2025-11,Actual,8440068
COGS,EXP,East,Beverages,E-Commerce,2025-11,Actual,3544829
Marketing,EXP,East,Beverages,E-Commerce,2025-11,Actual,506404
Distribution,EXP,East,Beverages,E-Commerce,2025-11,Actual,379803
Salary,EXP,East,Beverages,E-Commerce,2025-11,Actual,717406
Freight,EXP,East,Beverages,E-Commerce,2025-11,Actual,211002
Other_Opex,EXP,East,Beverages,E-Commerce,2025-11,Actual,295402
Gross_Sales,INC,East,Beverages,E-Commerce,2025-12,Actual,6085263
COGS,EXP,East,Beverages,E-Commerce,2025-12,Actual,2555810
Marketing,EXP,East,Beverages,E-Commerce,2025-12,Actual,365116
Distribution,EXP,East,Beverages,E-Commerce,2025-12,Actual,273837
Salary,EXP,East,Beverages,E-Commerce,2025-12,Actual,517247
Freight,EXP,East,Beverages,E-Commerce,2025-12,Actual,152132
Other_Opex,EXP,East,Beverages,E-Commerce,2025-12,Actual,212984
Gross_Sales,INC,East,Beverages,E-Commerce,2026-01,Actual,5344056
COGS,EXP,East,Beverages,E-Commerce,2026-01,Actual,2244504
Marketing,EXP,East,Beverages,E-Commerce,2026-01,Actual,320643
Distribution,EXP,East,Beverages,E-Commerce,2026-01,Actual,240483
Salary,EXP,East,Beverages,E-Commerce,2026-01,Actual,454245
Freight,EXP,East,Beverages,E-Commerce,2026-01,Actual,133601
Other_Opex,EXP,East,Beverages,E-Commerce,2026-01,Actual,187042
Gross_Sales,INC,East,Beverages,E-Commerce,2026-02,Actual,5752971
COGS,EXP,East,Beverages,E-Commerce,2026-02,Actual,2416248
Marketing,EXP,East,Beverages,E-Commerce,2026-02,Actual,345178
Distribution,EXP,East,Beverages,E-Commerce,2026-02,Actual,258884
Salary,EXP,East,Beverages,E-Commerce,2026-02,Actual,489003
Freight,EXP,East,Beverages,E-Commerce,2026-02,Actual,143824
Other_Opex,EXP,East,Beverages,E-Commerce,2026-02,Actual,201354
Gross_Sales,INC,East,Beverages,E-Commerce,2026-03,Actual,6114384
COGS,EXP,East,Beverages,E-Commerce,2026-03,Actual,2568041
Marketing,EXP,East,Beverages,E-Commerce,2026-03,Actual,366863
Distribution,EXP,East,Beverages,E-Commerce,2026-03,Actual,275147
Salary,EXP,East,Beverages,E-Commerce,2026-03,Actual,519723
Freight,EXP,East,Beverages,E-Commerce,2026-03,Actual,152860
Other_Opex,EXP,East,Beverages,E-Commerce,2026-03,Actual,214003
Gross_Sales,INC,East,Beverages,General Trade,2025-04,Actual,5125731
COGS,EXP,East,Beverages,General Trade,2025-04,Actual,2152807
Marketing,EXP,East,Beverages,General Trade,2025-04,Actual,307544
Distribution,EXP,East,Beverages,General Trade,2025-04,Actual,230658
Salary,EXP,East,Beverages,General Trade,2025-04,Actual,435687
Freight,EXP,East,Beverages,General Trade,2025-04,Actual,128143
Other_Opex,EXP,East,Beverages,General Trade,2025-04,Actual,179401
Gross_Sales,INC,East,Beverages,General Trade,2025-05,Actual,5382018
COGS,EXP,East,Beverages,General Trade,2025-05,Actual,2260448
Marketing,EXP,East,Beverages,General Trade,2025-05,Actual,322921
Distribution,EXP,East,Beverages,General Trade,2025-05,Actual,242191
Salary,EXP,East,Beverages,General Trade,2025-05,Actual,457472
Freight,EXP,East,Beverages,General Trade,2025-05,Actual,134550
Other_Opex,EXP,East,Beverages,General Trade,2025-05,Actual,188371
Gross_Sales,INC,East,Beverages,General Trade,2025-06,Actual,4305612
COGS,EXP,East,Beverages,General Trade,2025-06,Actual,1808357
Marketing,EXP,East,Beverages,General Trade,2025-06,Actual,258337
Distribution,EXP,East,Beverages,General Trade,2025-06,Actual,193753
Salary,EXP,East,Beverages,General Trade,2025-06,Actual,365977
Freight,EXP,East,Beverages,General Trade,2025-06,Actual,107640
Other_Opex,EXP,East,Beverages,General Trade,2025-06,Actual,150696
Gross_Sales,INC,East,Beverages,General Trade,2025-07,Actual,4151844
COGS,EXP,East,Beverages,General Trade,2025-07,Actual,1743774
Marketing,EXP,East,Beverages,General Trade,2025-07,Actual,249111
Distribution,EXP,East,Beverages,General Trade,2025-07,Actual,186833
Salary,EXP,East,Beverages,General Trade,2025-07,Actual,352907
Freight,EXP,East,Beverages,General Trade,2025-07,Actual,103796
Other_Opex,EXP,East,Beverages,General Trade,2025-07,Actual,145315
Gross_Sales,INC,East,Beverages,General Trade,2025-08,Actual,4459386
COGS,EXP,East,Beverages,General Trade,2025-08,Actual,1872942
Marketing,EXP,East,Beverages,General Trade,2025-08,Actual,267563
Distribution,EXP,East,Beverages,General Trade,2025-08,Actual,200672
Salary,EXP,East,Beverages,General Trade,2025-08,Actual,379048
Freight,EXP,East,Beverages,General Trade,2025-08,Actual,111485
Other_Opex,EXP,East,Beverages,General Trade,2025-08,Actual,156079
Gross_Sales,INC,East,Beverages,General Trade,2025-09,Actual,4869441
